Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
G6405	b0788	821542	822498	G6405-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75770'>P75770</a>
EG10860	b0214	235535	236002	EG10860-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7Y4'>P0A7Y4</a>
G0-10542		1467921	1469149	MONOMER0-4255	PARTIAL	
EG10110	b0312	327261	328733	BADH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17445'>P17445</a>
G6949	b1754	1836073	1837239	G6949-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76223'>P76223</a>
G6925	b1707	1791307	1792020	G6925-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76204'>P76204</a>
G7572	b3022	3168248	3168544	G7572-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46865'>Q46865</a>
EG11501	b4117	4338254	4340521	ARGDECARBOXDEG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P28629'>P28629</a>
EG10224	b4042	4256637	4257005	DIACYLGLYKIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABN1'>P0ABN1</a>
EG11702	b3996	4196903	4197676	EG11702-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32664'>P32664</a>
G6667	b1331	1396112	1397092	MONOMER0-4236	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0CE52'>P0CE52</a>
G7748	b3414	3545624	3546199	G7748-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P63020'>P63020</a>
EG12193	b1000	1062855	1063775	EG12193-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36659'>P36659</a>
EG11357	b0799	833070	835220	EG11357-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27296'>P27296</a>
EG11565	b0044	45463	45750	EG11565-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P68646'>P68646</a>
EG10097	b1866	1948750	1950522	ASPS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21889'>P21889</a>
EG10800	b1658	1737844	1738869	PD00219	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACP7'>P0ACP7</a>
EG12427	b0763	795089	795862	MODA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37329'>P37329</a>
G6363	b0660	692338	693378	G6363-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9K3'>P0A9K3</a>
G6353	b0646	677415	678842	G6353-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77381'>P77381</a>
G6908	b1682	1761766	1762512	G6908-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77499'>P77499</a>
G0-10657	b4686	4053647	4053757	MONOMER0-2884	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/C1P620'>C1P620</a>
G7640	b3145	3291341	3292432	G7640-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P43319'>P43319</a>
EG12249	b3523	3674786	3676108	YHJE-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37643'>P37643</a>
G7724	b4474	3502340	3503170	G7724-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45541'>P45541</a>
EG11333	b2906	3051115	3052317	EG11333-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25535'>P25535</a>
G7433	b2767	2893919	2894179	G7433-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46905'>Q46905</a>
G0-16658	b4639	2066068	2066154			
G0-10434	b4506	312374	312514	MONOMER0-2656	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q2EEQ2'>Q2EEQ2</a>
EG10285	b4079	4297219	4299366	FORMATEDEHYDROGH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07658'>P07658</a>
G6867	b1618	1696462	1697052	G6867-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACT6'>P0ACT6</a>
G6281	b0512	539147	540508	G6281-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77671'>P77671</a>
EG10256	b1850	1932115	1932756	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A955'>P0A955</a>
EG10645	b1466	1536614	1537309	NARW-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P19317'>P19317</a>
EG10503	b3773	3956927	3957820	PD00200	PARTIAL	<a href='https://www.uniprot.org/uniprot/P05827'>P05827</a>
EG11559	b0038	37898	39115	CARNDEHYDRA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31572'>P31572</a>
EG12111	b2742	2867614	2868753	EG12111-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADA3'>P0ADA3</a>
EG31116	b4458	4158278	4158394	OXYS-RNA	WELL-CHARACTERIZED	
G7680	b3232	3378870	3379997	G7680-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64612'>P64612</a>
EG10699	b3916	4107552	4108514	6PFK-1-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A796'>P0A796</a>
EG10245	b0470	492092	494023	MONOMER0-2383 // EG10245-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06710-2'>P06710-2</a> // <a href='https://www.uniprot.org/uniprot/P06710-1'>P06710-1</a>
EG10607	b0634	665201	666313	EG10607-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABG7'>P0ABG7</a>
EG10683	b1812	1894805	1896166	PABASYN-COMPI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05041'>P05041</a>
G6494	b0959	1021138	1021767	G6494-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75869'>P75869</a>
EG12800	b3194	3338466	3339248	YRBE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64606'>P64606</a>
G6727	b1408	1477621	1478226	G6727-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76090'>P76090</a>
G7358	b2619	2754288	2754764	G7358-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGL5'>P0AGL5</a>
G6239	b0425	443604	444515	2-DEHYDROPANTOATE-REDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9J4'>P0A9J4</a>
EG11548	b1653	1729087	1733703	EG11548-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P30015'>P30015</a>
EG12164	b4395	4633797	4634444	PGAM2-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A7A2'>P0A7A2</a>
G6322	b0574	597479	598702	G6322-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77239'>P77239</a>
G7459	b2830	2968447	2968977	G7459-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A776'>P0A776</a>
EG10869	b3305	3445607	3446140	EG10869-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG55'>P0AG55</a>
EG11146	b2405	2521593	2522477	EG11146-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23841'>P23841</a>
G7694	b3263	3412621	3412800	G7694-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64619'>P64619</a>
EG11858	b3894	4082772	4085822	FDOG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32176'>P32176</a>
EG11301	b1572	1648665	1648793	EG11301-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P29009'>P29009</a>
G6652	b1314	1376034	1376822	G6652-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76044'>P76044</a>
G0-17098	b4824	4640718	4640771	MONOMER0-4551	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DV23'>P0DV23</a>
EG10717	b4100	4320663	4321247	EG10717-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P16686'>P16686</a>
EG12709	b1958	2028449	2029366	EG12709-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46125'>P46125</a>
G7670	b3216	3362807	3365188	G7670-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45420'>P45420</a>
EG30085	b3968	4166659	4168200	RRSB-RRNA	WELL-CHARACTERIZED	
G6708	b1387	1451597	1453642	G6708-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77455'>P77455</a>
EG10294	b0592	623554	624510	FEPB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEL6'>P0AEL6</a>
G6750	b1439	1510003	1511409	G6750-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77730'>P77730</a>
G6409	b0792	825002	826108	YBHR-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFP9'>P0AFP9</a>
EG10271	b3006	3151250	3151984	EG10271-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABU7'>P0ABU7</a>
EG12052	b2194	2291358	2292410	EG12052-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABM9'>P0ABM9</a>
EG11656	b1940	2015868	2016554	EG11656-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31068'>P31068</a>
G0-10624		3720680	3722049	MONOMER0-2851	WELL-CHARACTERIZED	
G7293	b2463	2576098	2578377	MALIC-NADP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76558'>P76558</a>
G7251	b2389	2509630	2510886	G7251-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P67729'>P67729</a>
G6911	b1685	1764934	1765122	G6911-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64476'>P64476</a>
G7742	b3399	3528669	3529337	G7742-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64636'>P64636</a>
G0-10699	b4719	1996921	1997057	RNA0-361	WELL-CHARACTERIZED	
EG10305	b0152	170575	171465	FHUD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07822'>P07822</a>
EG12697	b2895	3039855	3040376	OX-FLAVODOXIN2 // FLAVODOXIN2-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABY4'>P0ABY4</a>
EG11274	b1265	1323038	1323082	EG11274-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AD92'>P0AD92</a>
EG12068	b2208	2303003	2303497	NAPF-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAL0'>P0AAL0</a>
EG11984	b2033	2104494	2105084	EG11984-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37750'>P37750</a>
EG12026	b2154	2243910	2244746	EG12026-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33018'>P33018</a>
EG12233	b3497	3642380	3643132	EG12233-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P68567'>P68567</a>
G6954	b1759	1841490	1841897	G6954-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77788'>P77788</a>
G6550	b1045	1105820	1106353	G6550-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8D6'>P0A8D6</a>
EG10550	b4024	4231884	4233233	ASPKINIII-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08660'>P08660</a>
G7388	b2653	2785800	2785973			
EG11453	b3788	3972522	3973589	DTDPGLUCDEHYDRAT2-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27830'>P27830</a>
EG12440	b4233	4455785	4457158	EG12440-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37773'>P37773</a>
EG11652	b3235	3382200	3383267	EG11652-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEE3'>P0AEE3</a>
G7687	b3242	3389134	3389337	G7687-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46478'>P46478</a>
EG12707	b2749	2873014	2873337	EG12707-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46141'>P46141</a>
EG10328	b0529	556875	557741	FOLD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24186'>P24186</a>
EG10631	b2574	2710420	2712042	L-ASPARTATE-OXID-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P10902'>P10902</a>
G6710	b1389	1454868	1455155	G6710-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76078'>P76078</a>
EG11100	b0471	494076	494405	EG11100-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8B5'>P0A8B5</a>
EG10030	b1623	1702233	1703234	ADENODEAMIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P22333'>P22333</a>
G6572	b1115	1174092	1175165	G6572-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75955'>P75955</a>
G6982	b1796	1879403	1879585	G6982-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64496'>P64496</a>
EG12232	b3496	3640862	3642331	YHIP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36837'>P36837</a>
EG12606	b1095	1151939	1153180	3-OXOACYL-ACP-SYNTHII-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAI5'>P0AAI5</a>
EG10187	b3607	3781741	3782562	SERINE-O-ACETTRAN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9D4'>P0A9D4</a>
EG11736	b0200	222833	223408	EG11736-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P63228'>P63228</a>
EG11634	b1548	1635798	1636367	EG11634-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31061'>P31061</a>
G7422	b2745	2870255	2871304	G7422-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q57261'>Q57261</a>
EG10388	b0810	846460	847119	GLNP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEQ6'>P0AEQ6</a>
G6623	b1194	1243793	1244527	G6623-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76010'>P76010</a>
EG11329	b2661	2791273	2792721	SUCCSEMIALDDEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25526'>P25526</a>
EG10014	b2470	2587595	2590708	ACRD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24177'>P24177</a>
EG10523	b0051	51609	52430	EG10523-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06992'>P06992</a>
EG12376	b2410	2526946	2527944	EG12376-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39836'>P39836</a>
G0-8882	b4445	2976304	2976385	RYGB-RNA	WELL-CHARACTERIZED	
EG11973	b0140	155461	156201	EG11973-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33128'>P33128</a>
G0-10543		2068952	2070180	MONOMER0-4256	PARTIAL	
EG10494	b3671	3851096	3852784	LARGEILVB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08142'>P08142</a>
G6761	b1450	1520262	1520927	G6761-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76114'>P76114</a>
EG12630	b3438	3577731	3578726	PD03585	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACP5'>P0ACP5</a>
G6468	b0905	954872	956632	G6468-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75838'>P75838</a>
G6895	b1667	1746700	1747005	G6895-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACX3'>P0ACX3</a>
EG10179	b0431	448650	450641	CYOB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABI8'>P0ABI8</a>
EG11859	b3895	4086016	4086849	EG11859-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32177'>P32177</a>
EG11560	b0039	39244	40386	CROBETREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60584'>P60584</a>
EG12220	b3474	3611865	3612914	EG12220-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AGM0'>P0AGM0</a>
G0-10470	b4557	3884816	3885073	MONOMER0-2692	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8C8'>P0A8C8</a>
G7599	b3080	3228888	3231239	G7599-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42592'>P42592</a>
EG11778	b0691	715947	716597	EG11778-MONOMER		<a href='https://www.uniprot.org/uniprot/P37003'>P37003</a>
G7713	b3344	3474973	3475332	G7713-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45531'>P45531</a>
EG10506	b1718	1800096	1800638	EG10506-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A707'>P0A707</a>
EG11450	b3764	3948086	3948424	EG11450-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADN2'>P0ADN2</a>
EG30065	b2967	3110366	3110441	pheV-tRNA	WELL-CHARACTERIZED	
G7181	b2274	2388635	2389057	G7181-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76485'>P76485</a>
EG12766	b3135	3281122	3281625	AGAA-MONOMER		<a href='https://www.uniprot.org/uniprot/P42906'>P42906</a>
G0-17032	b4786	3111266	3111325	MONOMER0-4498	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSG4'>P0DSG4</a>
EG11015	b3919	4110740	4111507	TPI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A858'>P0A858</a>
EG11881	b3931	4120416	4121747	EG11881-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6H5'>P0A6H5</a>
G7243	b2380	2498671	2500368	MONOMER0-4287 // G7243-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA93'>P0AA93</a>
G7209	b4661	2452356	2455001	G7209-MONOMER		<a href='https://www.uniprot.org/uniprot/P77196'>P77196</a>
EG10344	b0089	98403	99647	EG10344-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABG4'>P0ABG4</a>
EG12354	b0191	214833	215255	EG12354-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P40711'>P40711</a>
G6483	b0941	1001807	1002877	G6483-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75858'>P75858</a>
EG10680	b1482	1556625	1557056	EG10680-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C0L2'>P0C0L2</a>
EG30043	b3852	4037141	4037217	ileT-tRNA	WELL-CHARACTERIZED	
G7188	b2294	2412100	2412594	G7188-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8W8'>P0A8W8</a>
EG10597	b1175	1224549	1225361	EG10597-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEZ3'>P0AEZ3</a>
EG11495	b3511	3656995	3657567	EG11495-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AET5'>P0AET5</a>
EG10451	b2026	2096614	2097225	HISTCYCLOPRATPPHOS	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06989'>P06989</a>
EG10540	b3458	3596451	3597560	LIVK-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04816'>P04816</a>
EG12314	b0101	111649	111846	EG12314-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8H8'>P0A8H8</a>
EG11543	b3997	4197716	4198780	UROGENDECARBOX-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P29680'>P29680</a>
EG11318	b1093	1150670	1151404	3-OXOACYL-ACP-REDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEK2'>P0AEK2</a>
EG10502	b3670	3850802	3851092	SMALLILVN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADF8'>P0ADF8</a>
EG10809	b1281	1341921	1342658	OROTPDECARB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08244'>P08244</a>
EG11949	b4075	4293163	4293546	EG11949-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32711'>P32711</a>
G0-10459	b4542	2215657	2215764	MONOMER0-2681	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q2EES6'>Q2EES6</a>
G0-16745	b4751	1901573	1901731	MONOMER0-4429	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPP2'>P0DPP2</a>
EG10098	b3734	3918316	3919857	ATPA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABB0'>P0ABB0</a>
EG11752	b1897	1981587	1982387	TREHALOSEPHOSPHASYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31678'>P31678</a>
G7544	b4468	3125470	3126522	G7544-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52073'>P52073</a>
G7018	b1858	1942662	1943417	ZNUC-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9X1'>P0A9X1</a>
EG10756	b3956	4150447	4153098	PEPCARBOX-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00864'>P00864</a>
G7029	b1893	1978518	1979021	MONOMER0-4445	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF28'>P0CF28</a>
EG11280	b0075	83622	83708	EG11280-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AD79'>P0AD79</a>
G7470	b2850	2990554	2991043	G7470-MONOMER		<a href='https://www.uniprot.org/uniprot/Q46786'>Q46786</a>
G6896	b1668	1747131	1748735	G6896-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77148'>P77148</a>
G7120	b2083	2167602	2167820	G7120-MONOMER		
G7729	b3377	3506032	3507336	G7729-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45546'>P45546</a>
G0-10449	b4528	1423400	1423585	MONOMER0-2671	PARTIAL	<a href='https://www.uniprot.org/uniprot/P58042'>P58042</a>
EG11961	b3603	3777399	3779054	LCTP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33231'>P33231</a>
G6653	b1315	1376832	1377887	G6653-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77503'>P77503</a>
G6113	b0229	248358	250070	G6113-MONOMER		<a href='https://www.uniprot.org/uniprot/Q47153'>Q47153</a>
G7187	b2293	2411439	2412089	G7187-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77625'>P77625</a>
G7372	b2637	2771148	2771615	G7372-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52135'>P52135</a>
EG11645	b1537	1624773	1625291	EG11645-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31131'>P31131</a>
EG11178	b3167	3312777	3313178	EG11178-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7G2'>P0A7G2</a>
EG10996	b0406	426137	427264	EG10996-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A847'>P0A847</a>
EG11948	b4074	4291512	4293170	EG11948-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32710'>P32710</a>
G7466	b2846	2987536	2988168	G7466-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46941'>Q46941</a>
G0-17103	b4828	1977208	1977302	RNA0-421	PARTIAL	
EG12099	b4147	4375699	4376265	MONOMER0-4200 // EG12099-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6N4'>P0A6N4</a>
G7951	b4377	4612411	4613484	G7951-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39407'>P39407</a>
EG10669	b0957	1019013	1020053	EG10669-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A910'>P0A910</a>
G7051	b1963	2033119	2033421	G7051-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76334'>P76334</a>
G7350	b2584	2719953	2722613	G7350-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76594'>P76594</a>
EG11693	b3673	3853922	3855106	EMRD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31442'>P31442</a>
EG10329	b3635	3810343	3811152	EG10329-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05523'>P05523</a>
EG10029	b2213	2309341	2310405	PD00230	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06134'>P06134</a>
EG31115	b1574	1649382	1649434	DICF-RNA	WELL-CHARACTERIZED	
EG12715	b0173	193521	194717	DXPREDISOM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45568'>P45568</a>
EG10840	b3784	3967916	3969019	GLCNACPTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC78'>P0AC78</a>
EG10209	b3809	3994762	3995586	DIAMINOPIMEPIM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6K1'>P0A6K1</a>
G6493	b0955	1016539	1018299	G6493-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75867'>P75867</a>
G6921	b1698	1780401	1781339	G6921-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77378'>P77378</a>
G6444	b0846	887423	887959	G6444-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75811'>P75811</a>
